size,run,elapsed_ns,mbps,cycles,cpb
{
  "summary": [
4096,26,2048162,381.44,6963778,8.50e+00
4096,27,2033381,384.21,6913492,8.44e+00
4096,28,2050141,381.07,6970476,8.51e+00
4096,29,2035921,383.73,6922128,8.45e+00
4096,30,2062981,378.70,7014268,8.56e+00
4096,31,2060311,379.19,7005054,8.55e+00
4096,32,2052141,380.70,6977276,8.52e+00
4096,33,2035051,383.90,6919170,8.45e+00
4096,34,2041442,382.70,6940896,8.47e+00
4096,35,2037661,383.41,6928044,8.46e+00
4096,36,2065021,378.33,7021102,8.57e+00
4096,37,2049421,381.21,6968028,8.51e+00
4096,38,2059191,379.40,7001279,8.55e+00
4096,39,2066011,378.14,7024468,8.57e+00
4096,40,2042461,382.50,6944364,8.48e+00
4096,41,2066581,378.04,7026406,8.58e+00
4096,42,2043852,382.24,6949090,8.48e+00
4096,43,2045761,381.89,6955584,8.49e+00
4096,44,2041941,382.60,6942596,8.47e+00
4096,45,2053381,380.47,6981459,8.52e+00
4096,46,2054771,380.21,6986218,8.53e+00
4096,47,2053381,380.47,6981526,8.52e+00
4096,48,2039021,383.15,6932668,8.46e+00
4096,49,2040691,382.84,6938346,8.47e+00
4096,50,2061382,378.99,7008692,8.56e+00
4096,51,2099491,372.11,7138334,8.71e+00
4096,52,2050841,380.94,6972924,8.51e+00
4096,53,2100021,372.02,7140102,8.72e+00
4096,54,2039871,382.99,6935558,8.47e+00
4096,55,2050881,380.93,6973025,8.51e+00
4096,56,2074751,376.55,7054218,8.61e+00
4096,57,2060271,379.20,7004951,8.55e+00
4096,58,2066342,378.08,7025590,8.58e+00
4096,59,2046771,381.70,6959018,8.49e+00
4096,60,2056681,379.86,6992712,8.54e+00
4096,61,2094961,372.92,7122932,8.69e+00
4096,62,2107021,370.78,7163901,8.74e+00
4096,63,2582272,302.54,8779786,1.07e+01
4096,64,2260921,345.55,7687094,9.38e+00
4096,65,2090341,373.74,7107257,8.68e+00
4096,66,2054661,380.23,6985844,8.53e+00
4096,67,2036641,383.60,6924576,8.45e+00
4096,68,2091251,373.58,7110284,8.68e+00
4096,69,2057661,379.68,6996044,8.54e+00
4096,70,2056352,379.92,6991623,8.53e+00
4096,71,2029011,385.04,6898601,8.42e+00
4096,72,2056031,379.98,6990536,8.53e+00
4096,73,2056471,379.90,6991965,8.54e+00
4096,74,2065031,378.32,7021136,8.57e+00
4096,75,2046941,381.67,6959596,8.50e+00
4096,76,2064841,378.36,7020626,8.57e+00
4096,77,2074302,376.63,7052620,8.61e+00
4096,78,2058151,379.59,6997710,8.54e+00
4096,79,2047611,381.54,6961907,8.50e+00
4096,80,2062831,378.73,7013656,8.56e+00
4096,81,2044291,382.16,6950586,8.48e+00
4096,82,2052501,380.63,6978500,8.52e+00
4096,83,2051181,380.88,6974012,8.51e+00
4096,84,2088481,374.08,7100866,8.67e+00
4096,85,2043692,382.27,6948546,8.48e+00
4096,86,2045531,381.93,6954802,8.49e+00
4096,87,2036971,383.54,6925698,8.45e+00
4096,88,2045741,381.89,6955516,8.49e+00
4096,89,2044581,382.11,6951572,8.49e+00
4096,90,2052791,380.58,6979553,8.52e+00
4096,91,2046581,381.73,6958372,8.49e+00
4096,92,2051431,380.83,6974862,8.51e+00
4096,93,2065912,378.16,7024094,8.57e+00
4096,94,2046571,381.74,6958338,8.49e+00
4096,95,2045941,381.85,6956196,8.49e+00
4096,96,2032611,384.36,6910874,8.44e+00
4096,97,2051751,380.77,6975950,8.52e+00
4096,98,2050551,381.00,6971903,8.51e+00
4096,99,2063331,378.64,7015322,8.56e+00
    {
      "size": 4096,
      "runs": 100,
      "mbps_mean": 379.38,
      "mbps_stddev": 8.98,
      "mbps_median": 380.94,
      "cpb_mean": 8.55e+00,
      "cpb_stddev": 2.43e-01,
      "cpb_median": 8.51e+00
    },
8192,0,4087273,382.28,13896685,8.48e+00
8192,1,4088012,382.22,13899267,8.48e+00
8192,2,4099562,381.14,13938537,8.51e+00
8192,3,4097652,381.32,13932010,8.50e+00
8192,4,4081443,382.83,13876964,8.47e+00
8192,5,4081602,382.82,13877407,8.47e+00
8192,6,4082262,382.75,13879718,8.47e+00
8192,7,4105732,380.57,13959516,8.52e+00
8192,8,4072383,383.68,13846092,8.45e+00
8192,9,4117182,379.51,13998446,8.54e+00
8192,10,4081032,382.87,13875502,8.47e+00
8192,11,4089712,382.06,13905048,8.49e+00
8192,12,4081393,382.83,13876726,8.47e+00
8192,13,4066462,384.24,13825964,8.44e+00
8192,14,4095102,381.55,13923374,8.50e+00
8192,15,4076242,383.32,13859216,8.46e+00
8192,16,4061593,384.70,13809406,8.43e+00
8192,17,4084792,382.52,13888319,8.48e+00
8192,18,4068512,384.05,13832934,8.44e+00
8192,19,4111382,380.04,13978726,8.53e+00
8192,20,4082952,382.69,13882030,8.47e+00
8192,21,4072063,383.71,13845140,8.45e+00
8192,22,4109072,380.26,13970838,8.53e+00
8192,23,4112402,379.95,13982160,8.53e+00
8192,24,4113452,379.85,13985764,8.54e+00
8192,25,4336323,360.33,14743556,9.00e+00
8192,26,4109162,380.25,13971348,8.53e+00
8192,27,4123142,378.96,14018778,8.56e+00
8192,28,4109993,380.17,13974102,8.53e+00
8192,29,4112662,379.92,13983078,8.53e+00
8192,30,4098692,381.22,13935613,8.51e+00
8192,31,4120002,379.25,14008067,8.55e+00
8192,32,4081733,382.80,13877882,8.47e+00
8192,33,4114422,379.76,13989028,8.54e+00
8192,34,4105532,380.58,13958769,8.52e+00
8192,35,4360373,358.34,14825292,9.05e+00
8192,36,4117642,379.46,14000009,8.54e+00
8192,37,4091032,381.93,13909502,8.49e+00
8192,38,4135202,377.85,14059747,8.58e+00
8192,39,4113613,379.84,13986274,8.54e+00
8192,40,4108162,380.34,13967744,8.53e+00
8192,41,4130362,378.30,14043224,8.57e+00
8192,42,4729883,330.35,16081660,9.82e+00
8192,43,4116702,379.55,13996848,8.54e+00
8192,44,4100602,381.04,13942040,8.51e+00
8192,45,4106232,380.52,13961216,8.52e+00
8192,46,4102163,380.90,13947446,8.51e+00
8192,47,4087332,382.28,13896922,8.48e+00
8192,48,4120592,379.19,14010040,8.55e+00
8192,49,4104522,380.68,13955436,8.52e+00
8192,50,4105663,380.57,13959278,8.52e+00
8192,51,4101362,380.97,13944591,8.51e+00
8192,52,4110682,380.11,13976312,8.53e+00
8192,53,4107862,380.37,13966860,8.52e+00
8192,54,4114183,379.78,13988212,8.54e+00
8192,55,4109282,380.24,13971586,8.53e+00
8192,56,4101242,380.98,13944216,8.51e+00
8192,57,4122882,378.98,14017859,8.56e+00
8192,58,4105853,380.55,13959924,8.52e+00
8192,59,4096432,381.43,13927896,8.50e+00
8192,60,4193642,372.59,14258410,8.70e+00
8192,61,4133873,377.97,14055158,8.58e+00
8192,62,4130222,378.31,14042782,8.57e+00
8192,63,4103592,380.76,13952206,8.52e+00
8192,64,4118042,379.43,14001370,8.55e+00
8192,65,4127823,378.53,14034622,8.57e+00
8192,66,4139392,377.47,14073926,8.59e+00
8192,67,4131982,378.15,14048766,8.57e+00
8192,68,4093792,381.68,13918886,8.50e+00
8192,69,4137063,377.68,14066038,8.59e+00
8192,70,4129422,378.38,14040062,8.57e+00
8192,71,4106802,380.47,13963120,8.52e+00
8192,72,4112202,379.97,13981514,8.53e+00
8192,73,4092943,381.75,13915996,8.49e+00
8192,74,4107002,380.45,13963936,8.52e+00
8192,75,4087032,382.31,13895936,8.48e+00
8192,76,4074622,383.47,13853741,8.46e+00
8192,77,4117643,379.46,14000043,8.54e+00
8192,78,4131472,378.19,14046998,8.57e+00
8192,79,4118822,379.36,14003988,8.55e+00
8192,80,4094442,381.61,13921096,8.50e+00
8192,81,4093103,381.74,13916608,8.49e+00
8192,82,4113992,379.80,13987600,8.54e+00
8192,83,4111302,380.05,13978420,8.53e+00
8192,84,4121122,379.14,14011842,8.55e+00
8192,85,4111923,379.99,13980562,8.53e+00
8192,86,4109232,380.24,13971415,8.53e+00
8192,87,4109892,380.18,13973727,8.53e+00
8192,88,4092952,381.75,13915997,8.49e+00
8192,89,4112693,379.92,13983214,8.53e+00
8192,90,4239622,368.55,14414810,8.80e+00
8192,91,4117692,379.46,14000180,8.55e+00
8192,92,4118343,379.40,14002457,8.55e+00
8192,93,4112422,379.95,13982262,8.53e+00
8192,94,4131652,378.18,14047678,8.57e+00
8192,95,4088352,382.18,13900423,8.48e+00
8192,96,4127453,378.56,14033330,8.57e+00
8192,97,4130732,378.26,14044482,8.57e+00
8192,98,4118102,379.42,14001540,8.55e+00
8192,99,4122132,379.05,14015242,8.55e+00
    {
      "size": 8192,
      "runs": 100,
      "mbps_mean": 379.45,
      "mbps_stddev": 6.14,
      "mbps_median": 380.24,
      "cpb_mean": 8.55e+00,
      "cpb_stddev": 1.53e-01,
      "cpb_median": 8.53e+00
    },
16384,0,8211064,380.58,27917638,8.52e+00
16384,1,8583015,364.09,29182404,8.91e+00
16384,2,8223644,380.00,27960410,8.53e+00
16384,3,8211845,380.55,27920256,8.52e+00
16384,4,8251884,378.70,28056426,8.56e+00
16384,5,8236125,379.43,28002842,8.55e+00
16384,6,8226784,379.86,27971154,8.54e+00
16384,7,8224415,379.97,27963164,8.53e+00
16384,8,8501985,367.56,28906766,8.82e+00
16384,9,8259784,378.34,28083286,8.57e+00
16384,10,8234195,379.51,27996280,8.54e+00
16384,11,8309574,376.07,28252639,8.62e+00
16384,12,8266935,378.01,28107562,8.58e+00
16384,13,8265654,378.07,28103244,8.58e+00
16384,14,8233535,379.55,27994002,8.54e+00
16384,15,8223834,379.99,27961157,8.53e+00
16384,16,8223635,380.00,27960376,8.53e+00
16384,17,8238584,379.31,28011342,8.55e+00
16384,18,8224665,379.95,27963878,8.53e+00
16384,19,8191934,381.47,27852562,8.50e+00
16384,20,8208485,380.70,27908866,8.52e+00
16384,21,8237004,379.39,28005970,8.55e+00
16384,22,8235515,379.45,28000768,8.55e+00
16384,23,8237204,379.38,28006514,8.55e+00
16384,24,8204425,380.89,27895095,8.51e+00
16384,25,8203874,380.92,27893328,8.51e+00
16384,26,8223375,380.01,27959492,8.53e+00
16384,27,8226344,379.88,27969590,8.54e+00
16384,28,8221155,380.12,27951944,8.53e+00
16384,29,8213554,380.47,27926206,8.52e+00
16384,30,8183895,381.85,27825260,8.49e+00
16384,31,9090925,343.75,30909195,9.43e+00
16384,32,8451514,369.76,28735270,8.77e+00
16384,33,8213115,380.49,27924642,8.52e+00
16384,34,8204334,380.90,27894756,8.51e+00
16384,35,8224415,379.97,27963062,8.53e+00
16384,36,8202284,380.99,27887786,8.51e+00
16384,37,8193495,381.40,27857900,8.50e+00
16384,38,8226824,379.85,27971222,8.54e+00
16384,39,8199545,381.12,27878470,8.51e+00
16384,40,8205174,380.86,27897612,8.51e+00
16384,41,8280465,377.39,28153598,8.59e+00
16384,42,8319225,375.64,28285382,8.63e+00
16384,43,8226654,379.86,27970610,8.54e+00
16384,44,8224045,379.98,27961838,8.53e+00
16384,45,8253544,378.63,28062070,8.56e+00
16384,46,8249495,378.81,28048300,8.56e+00
16384,47,8251114,378.74,28053842,8.56e+00
16384,48,8216685,380.32,27936780,8.53e+00
16384,49,8244054,379.06,28029838,8.55e+00
16384,50,8251625,378.71,28055508,8.56e+00
16384,51,8213364,380.48,27925458,8.52e+00
16384,52,8491505,368.01,28871134,8.81e+00
16384,53,8239594,379.27,28014708,8.55e+00
16384,54,8243485,379.09,28027866,8.55e+00
16384,55,8226444,379.87,27969997,8.54e+00
16384,56,8239285,379.28,28013586,8.55e+00
16384,57,8232014,379.62,27988868,8.54e+00
16384,58,8473595,368.79,28810274,8.79e+00
16384,59,8226035,379.89,27968536,8.54e+00
16384,60,8223864,379.99,27961158,8.53e+00
16384,61,8833635,353.76,30034410,9.17e+00
16384,62,8336555,374.86,28344304,8.65e+00
16384,63,8256354,378.50,28071624,8.57e+00
16384,64,8261695,378.25,28089780,8.57e+00
16384,65,8206614,380.79,27902610,8.52e+00
16384,66,8223895,379.99,27961260,8.53e+00
16384,67,8216754,380.32,27936984,8.53e+00
16384,68,8213375,380.48,27925559,8.52e+00
16384,69,8240164,379.24,28016578,8.55e+00
16384,70,8277865,377.51,28144758,8.59e+00
16384,71,8206224,380.81,27901148,8.51e+00
16384,72,8229305,379.74,27979654,8.54e+00
16384,73,8240394,379.23,28017394,8.55e+00
16384,74,8233995,379.52,27995634,8.54e+00
16384,75,8241454,379.18,28020964,8.55e+00
16384,76,8316945,375.74,28277833,8.63e+00
16384,77,8213814,380.46,27926887,8.52e+00
16384,78,8243535,379.08,28028036,8.55e+00
16384,79,8219524,380.19,27946504,8.53e+00
16384,80,8246815,378.93,28039221,8.56e+00
16384,81,8259584,378.35,28082606,8.57e+00
16384,82,8261595,378.26,28089508,8.57e+00
16384,83,8317915,375.70,28280962,8.63e+00
16384,84,8236364,379.41,28003692,8.55e+00
16384,85,8232505,379.59,27990500,8.54e+00
16384,86,8193414,381.40,27857594,8.50e+00
16384,87,8199005,381.14,27876600,8.51e+00
16384,88,8309584,376.07,28252742,8.62e+00
16384,89,8218205,380.25,27941880,8.53e+00
16384,90,8203944,380.91,27893396,8.51e+00
16384,91,8224295,379.97,27962586,8.53e+00
16384,92,8500984,367.60,28903399,8.82e+00
16384,93,8221745,380.09,27953916,8.53e+00
16384,94,8224154,379.98,27962110,8.53e+00
16384,95,8231175,379.65,27986012,8.54e+00
16384,96,8200504,381.07,27881700,8.51e+00
16384,97,8228685,379.77,27977546,8.54e+00
16384,98,8250354,378.77,28051190,8.56e+00
16384,99,8247345,378.91,28040956,8.56e+00
    {
      "size": 16384,
      "runs": 100,
      "mbps_mean": 378.18,
      "mbps_stddev": 5.29,
      "mbps_median": 379.63,
      "cpb_mean": 8.58e+00,
      "cpb_stddev": 1.28e-01,
      "cpb_median": 8.54e+00
    },
32768,0,16423229,380.56,55838948,8.52e+00
32768,1,16403039,381.03,55770335,8.51e+00
32768,2,16404459,380.99,55775300,8.51e+00
32768,3,16402839,381.03,55769622,8.51e+00
32768,4,16426519,380.48,55850168,8.52e+00
32768,5,16406909,380.94,55783460,8.51e+00
32768,6,16449289,379.96,55927620,8.53e+00
32768,7,16504119,378.69,56114008,8.56e+00
32768,8,16478539,379.28,56027036,8.55e+00
32768,9,16450419,379.93,55931428,8.53e+00
32768,10,16412949,380.80,55804064,8.52e+00
32768,11,17109410,365.30,58171994,8.88e+00
32768,12,16535119,377.98,56219408,8.58e+00
32768,13,16428149,380.44,55855710,8.52e+00
32768,14,16521099,378.30,56171740,8.57e+00
32768,15,16455839,379.80,55949890,8.54e+00
32768,16,16677429,374.76,56703296,8.65e+00
